,Predvidena ocena
"Wolf of Wall Street, The (2013)",1.912347599210178
Mary and Max (2009),1.912347599210178
Silver Linings Playbook (2012),1.912347599210178
Monster House (2006),1.912020480631842
"Hills Have Eyes, The (2006)",1.911594396149487
"Kingdom, The (2007)",1.911594396149487
Night of the Creeps (1986),1.911594396149487
Brüno (Bruno) (2009),1.911594396149487
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),1.9093215179166212
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",1.9079167428778474
Freaks (1932),1.9078398462823967
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1.9073950386458431
"Return of the Living Dead, The (1985)",1.9054573559241312
Henry: Portrait of a Serial Killer (1986),1.90526213074438
"Karate Kid, The (1984)",1.9044864054909538
Beverly Hills Cop II (1987),1.9036871644904139
Porky's Revenge (1985),1.9031195934094223
"Fly, The (1958)",1.9016575095499972
"Jungle Book, The (1967)",1.9011626706152078
28 Weeks Later (2007),1.901120432466378
North by Northwest (1959),1.9001203923584982
Little Miss Sunshine (2006),1.8999417415988809
"Purple Rose of Cairo, The (1985)",1.899130712097919
Narc (2002),1.8983913687403584
Kiss of the Dragon (2001),1.8983913687403584
Life Is Beautiful (La Vita è bella) (1997),1.898172337774842
"Chronicles of Riddick, The (2004)",1.8951082753148896
Hot Shots! Part Deux (1993),1.8923911326663905
Bean (1997),1.8916717264089167
Crank (2006),1.8912682527527604
"Cabin in the Woods, The (2012)",1.890494282278235
Gremlins (1984),1.890130833149149
"Devil Wears Prada, The (2006)",1.8898397867563321
"Borrowers, The (1997)",1.8893929447080537
Dog Day Afternoon (1975),1.889057374424596
"Fountain, The (2006)",1.8888461549953515
Django Unchained (2012),1.8886979649171598
Austin Powers: The Spy Who Shagged Me (1999),1.8886582945239339
Hellboy II: The Golden Army (2008),1.8869044838326425
Kung Fu Panda (2008),1.886107701781929
On Her Majesty's Secret Service (1969),1.886070131350536
"Good Morning, Vietnam (1987)",1.8859472476617452
12 Angry Men (1957),1.8856978515885288
Sleeping Beauty (1959),1.8856145781050033
Cloud Atlas (2012),1.8846259118664908
Village of the Damned (1995),1.8845204711530354
"Last Boy Scout, The (1991)",1.8806934889120654
"Big Chill, The (1983)",1.880373122215462
Hellboy (2004),1.8801488395964037
All That Jazz (1979),1.8780801355941568
Lemony Snicket's A Series of Unfortunate Events (2004),1.8779666815227003
Snow White and the Seven Dwarfs (1937),1.8777638053279637
Tropic Thunder (2008),1.8764675789851357
Dredd (2012),1.8763585416362456
"Texas Chainsaw Massacre, The (1974)",1.876289315145538
Wolf Creek (2005),1.8755012704663228
Layer Cake (2004),1.8755012704663228
American Hustle (2013),1.8750958207962691
Jumanji (1995),1.8750858234395533
Dogville (2003),1.8744402298528084
Hot Shots! (1991),1.8738588475171145
Modern Times (1936),1.8738406698459547
Jurassic Park III (2001),1.871837414256844
Gangs of New York (2002),1.8716711547677807
"Truth About Cats & Dogs, The (1996)",1.8714946126460248
Ruthless People (1986),1.8714946126460248
JFK (1991),1.8703230550907841
Mrs. Doubtfire (1993),1.8700507856255897
Harry Potter and the Chamber of Secrets (2002),1.870046858088374
Muppet Treasure Island (1996),1.8698262302249236
Close Encounters of the Third Kind (1977),1.8691458938792678
Bad Santa (2003),1.8690422199700958
Paprika (Papurika) (2006),1.868956633677956
Waking Life (2001),1.8684583563674833
"Imaginarium of Doctor Parnassus, The (2009)",1.8679562209936893
Spawn (1997),1.8679017002867802
"American Werewolf in Paris, An (1997)",1.8664386312279033
Ordinary People (1980),1.8664002254439636
Enchanted April (1992),1.8664002254439636
Howards End (1992),1.8664002254439636
Shadowlands (1993),1.8664002254439636
Mister Roberts (1955),1.8664002254439636
"Wrestler, The (2008)",1.8661409076111022
Twister (1996),1.865739609973097
Austin Powers in Goldmember (2002),1.8641749300360595
"Last Temptation of Christ, The (1988)",1.8631340846343245
SubUrbia (1997),1.8631340846343245
Gone Baby Gone (2007),1.862580278057878
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1.8615123572979577
Burn After Reading (2008),1.8613914712610367
Rambo: First Blood Part II (1985),1.8613798128733998
Armageddon (1998),1.8610749501031416
Caddyshack (1980),1.8596541748738502
Mission: Impossible - Ghost Protocol (2011),1.8587134653571837
40 Days and 40 Nights (2002),1.8570153818412427
Moonraker (1979),1.8566161550517697
Tank Girl (1995),1.8561162555309128
Down with Love (2003),1.8551387728989999
Silent Hill (2006),1.854612109769456
Shoot 'Em Up (2007),1.854612109769456
Sirens (1994),1.853959626962202
Clerks II (2006),1.8531731830718146
Diamonds Are Forever (1971),1.8517966966320571
Darby O'Gill and the Little People (1959),1.8513408196285943
Avengers: Age of Ultron (2015),1.8512994284444837
Pirates of the Caribbean: Dead Man's Chest (2006),1.8505697989494279
I Heart Huckabees (2004),1.8497282559200254
"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",1.8495031166042686
Furious 7 (2015),1.8495031166042686
Domino (2005),1.847617666070259
Rise of the Planet of the Apes (2011),1.8470275965824026
Hitman (2007),1.8468385469855269
"Perks of Being a Wallflower, The (2012)",1.84636111081491
"Darjeeling Limited, The (2007)",1.8463327381342043
Harry Potter and the Goblet of Fire (2005),1.844801873903422
Teen Wolf (1985),1.8446619684315546
Her (2013),1.844460604725087
"Addams Family, The (1991)",1.8444304642735492
Sicario (2015),1.84377164510365
Swimming with Sharks (1995),1.8437557802944053
Doctor Strange (2016),1.8433542998088635
Notting Hill (1999),1.8426317239390118
SLC Punk! (1998),1.8408459410985958
Planet Terror (2007),1.8393588573509367
Hercules (1997),1.8387885672388429
3:10 to Yuma (2007),1.837127669145397
Knight and Day (2010),1.8371173070873839
"10th Kingdom, The (2000)",1.8371173070873839
Grown Ups 2 (2013),1.8371173070873839
Hotel Transylvania (2012),1.8371173070873839
Tangled (2010),1.8371173070873839
Freaks of Nature (2015),1.8371173070873839
Man of Tai Chi (2013),1.8371173070873839
"Color of Money, The (1986)",1.8370164239648226
Big Hero 6 (2014),1.836485464414957
Major League (1989),1.8360721406753344
Kingpin (1996),1.835598484282644
Austin Powers: International Man of Mystery (1997),1.8338195672396993
Return to Oz (1985),1.8332334564931907
U.S. Marshals (1998),1.8332334564931907
"Piano, The (1993)",1.8330002818049544
Live Free or Die Hard (2007),1.8329479916981466
Awakenings (1990),1.831635189448471
"Man in the Iron Mask, The (1998)",1.830205008609375
Across the Universe (2007),1.8297210739182515
Night of the Living Dead (1990),1.8297210739182515
Bug (2007),1.8297210739182515
Masterminds (1997),1.8297210739182515
Running Scared (2006),1.8297210739182515
"Boy and His Dog, A (1975)",1.8297210739182515
Twilight Zone: The Movie (1983),1.8297210739182515
Candy (2006),1.8297210739182515
Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),1.8297210739182515
Tales from the Hood (1995),1.8297210739182515
Once (2006),1.8297210739182515
"Wizard, The (1989)",1.8297210739182515
Reefer Madness (a.k.a. Tell Your Children) (1938),1.8297210739182515
Slackers (2002),1.8297210739182515
Dr. Giggles (1992),1.8297210739182515
Bless the Child (2000),1.8297210739182515
Black Snake Moan (2006),1.8297210739182515
Tales from the Darkside: The Movie (1990),1.8297210739182515
Wicker Park (2004),1.8297210739182515
"People Under the Stairs, The (1991)",1.8297210739182515
"Orphanage, The (Orfanato, El) (2007)",1.8297210739182515
Wonderland (2003),1.8297210739182515
Ladybugs (1992),1.8297210739182515
Rose Red (2002),1.8297210739182515
Idle Hands (1999),1.8297210739182515
Life (1999),1.8297210739182515
Top Gun (1986),1.8289573132379047
Marathon Man (1976),1.8282984529775606
Insomnia (2002),1.827378353932922
Rocky IV (1985),1.8261135018826973
Zebraman (2004),1.8252698132226144
Hostel (2005),1.8252698132226144
Skyfall (2012),1.8251361091133325
Election (1999),1.824864276584865
Solaris (2002),1.8241635103633553
Night Shift (1982),1.823774172502667
Despicable Me (2010),1.8234821713926292
Knocked Up (2007),1.8233637487377594
Milk (2008),1.8232927101313663
Man on High Heels (2014),1.8232927101313663
"Kids Are All Right, The (2010)",1.8232927101313663
Mambo Italiano (2003),1.8232927101313663
Law Abiding Citizen (2009),1.8232927101313663
In & Out (1997),1.8232927101313663
Beauty and the Beast (2017),1.8232927101313663
G.B.F. (2013),1.8232927101313663
Better Than Chocolate (1999),1.8232927101313663
"Green Hornet, The (2011)",1.8229515353656505
Babe: Pig in the City (1998),1.8214252606065728
Ace Ventura: When Nature Calls (1995),1.821392556399297
Mystery Men (1999),1.821165883683461
Get Smart (2008),1.820216163093689
Johnny English (2003),1.820216163093689
The Man from Nowhere (2010),1.820216163093689
"Road to El Dorado, The (2000)",1.820216163093689
"People vs. Larry Flynt, The (1996)",1.8199506032850548
Juno (2007),1.8188523452479755
Clue (1985),1.8180679484553475
Wild Things (1998),1.8174497041798747
Last Action Hero (1993),1.8156523443091426
The Hunger Games: Catching Fire (2013),1.8153675426657678
"Big Short, The (2015)",1.8153675426657678
Dead End (2003),1.8153675426657678
Harry Potter and the Half-Blood Prince (2009),1.8142819766119191
Cocoon (1985),1.8140072984730444
Kung Fu Panda 2 (2011),1.8132304401180874
"Muppet Christmas Carol, The (1992)",1.8132172896568406
Magnolia (1999),1.8128095430383122
"Lost Boys, The (1987)",1.8119403921859716
Bullets Over Broadway (1994),1.8118736649323497
Schindler's List (1993),1.8115633252663825
Something Wicked This Way Comes (1983),1.8106888881837753
"Simpsons Movie, The (2007)",1.8104946520621599
Jack Reacher (2012),1.8099252997787232
Sgt. Bilko (1996),1.809640295822301
X-Men: Days of Future Past (2014),1.8092439192848837
Pacific Rim (2013),1.809092748302188
"Grand Budapest Hotel, The (2014)",1.809092748302188
Bad Taste (1987),1.808567046032942
Dumbo (1941),1.808348966980718
Mission: Impossible - Rogue Nation (2015),1.8080177769280705
High Noon (1952),1.8079276364485823
Hollywood Homicide (2003),1.8072783516444226
Ferngully: The Last Rainforest (1992),1.8072783516444226
Gentlemen Broncos (2009),1.8072783516444226
Tokyo Godfathers (2003),1.8072783516444226
Enemy Mine (1985),1.8072783516444226
Shock Corridor (1963),1.8072783516444226
Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),1.8072783516444226
White Dog (1982),1.8072783516444226
"Woodsman, The (2004)",1.8072783516444226
Nothing (2003),1.8072783516444226
Bad Girls (1994),1.8062391868188445
Police Academy 3: Back in Training (1986),1.8062391868188445
Cat Ballou (1965),1.8062391868188445
Down Periscope (1996),1.8062391868188445
"Mystery, Alaska (1999)",1.8062391868188445
Canadian Bacon (1995),1.8062391868188445
House Party (1990),1.8062391868188445
My Blue Heaven (1990),1.8062391868188445
Exit to Eden (1994),1.8062391868188445
True Crime (1999),1.8062391868188445
McHale's Navy (1997),1.8062391868188445
"Cowboy Way, The (1994)",1.8062391868188445
Soul Man (1986),1.8062391868188445
Bird on a Wire (1990),1.8062391868188445
Prizzi's Honor (1985),1.8062391868188445
Angus (1995),1.8062391868188445
"Cat from Outer Space, The (1978)",1.8062391868188445
Twelfth Night (1996),1.8062391868188445
Holy Man (1998),1.8062391868188445
"Odd Couple, The (1968)",1.8062391868188445
Made in America (1993),1.8062391868188445
Shakes the Clown (1992),1.8062391868188445
"Muppets Take Manhattan, The (1984)",1.8062391868188445
(500) Days of Summer (2009),1.8054680394025369
Futurama: Bender's Big Score (2007),1.8050099812258835
What Lies Beneath (2000),1.8038049853378766
"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",1.803315019099994
"Great Mouse Detective, The (1986)",1.803315019099994
Déjà Vu (Deja Vu) (2006),1.803315019099994
Basic (2003),1.803315019099994
Duck Soup (1933),1.803315019099994
Solo: A Star Wars Story (2018),1.803315019099994
"Black Dahlia, The (2006)",1.803315019099994
High Plains Drifter (1973),1.803315019099994
T2 3-D: Battle Across Time (1996),1.803315019099994
Get the Gringo (2012),1.803315019099994
Underworld: Rise of the Lycans (2009),1.803315019099994
JCVD (2008),1.803315019099994
Doctor Who: Voyage Of The Damned (2007),1.803315019099994
Mr. Bean's Holiday (2007),1.803315019099994
Doctor Who: The Waters of Mars (2009),1.803315019099994
Doctor Who: The Time of the Doctor (2013),1.803315019099994
Doctor Who: The Husbands of River Song (2015),1.803315019099994
Partly Cloudy (2009),1.803315019099994
"Great Dictator, The (1940)",1.803315019099994
Michael Jackson's Thriller (1983),1.803315019099994
Zero Dark Thirty (2012),1.803315019099994
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),1.803315019099994
Pumping Iron (1977),1.803315019099994
Dragon Ball Z: Resurrection of F (2015),1.803315019099994
Harry Brown (2009),1.803315019099994
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),1.803315019099994
Baby Driver (2017),1.803315019099994
Dragon Ball Z: Battle of Gods (2013),1.803315019099994
La La Land (2016),1.803315019099994
"39 Steps, The (1935)",1.803315019099994
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),1.803315019099994
"Planes, Trains & Automobiles (1987)",1.803315019099994
Blackadder Back & Forth (1999),1.803315019099994
Drive Angry (2011),1.803315019099994
Zathura (2005),1.803315019099994
Unknown (2011),1.803315019099994
Lawless (2012),1.803315019099994
The Founder (2016),1.803315019099994
Kong: Skull Island (2017),1.803315019099994
Ali (2001),1.803315019099994
Escape Plan (2013),1.803315019099994
"March of the Penguins (Marche de l'empereur, La) (2005)",1.803315019099994
Death Race 2 (2010),1.803315019099994
Turbo Kid (2015),1.803315019099994
Looney Tunes: Back in Action (2003),1.803315019099994
Jaws 2 (1978),1.803315019099994
Justice League: Crisis on Two Earths (2010),1.803315019099994
"Matador, The (2005)",1.803315019099994
"Boondock Saints II: All Saints Day, The (2009)",1.803315019099994
Space Cowboys (2000),1.803315019099994
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",1.803315019099994
Saw (2003),1.803315019099994
Only God Forgives (2013),1.803315019099994
The Death of Stalin (2017),1.803315019099994
Farscape: The Peacekeeper Wars (2004),1.803315019099994
Filth (2013),1.803315019099994
"Dead Pool, The (1988)",1.803315019099994
Jet Li's Fearless (Huo Yuan Jia) (2006),1.803315019099994
Octopussy (1983),1.803315019099994
Hogfather (Terry Pratchett's Hogfather) (2006),1.803315019099994
Shin Godzilla (2016),1.803315019099994
Superman/Doomsday (2007) ,1.803315019099994
Blood Work (2002),1.803315019099994
Pale Rider (1985),1.803315019099994
"Guard, The (2011)",1.803315019099994
Death Note Rewrite: Genshisuru Kami (2007),1.803315019099994
"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",1.803315019099994
Blade Runner 2049 (2017),1.803315019099994
Underworld: Awakening (2012),1.803315019099994
Ninja Assassin (2009),1.803315019099994
The Second Renaissance Part II (2003),1.803315019099994
Antz (1998),1.8020435992770782
The Hunger Games: Mockingjay - Part 1 (2014),1.8013515093287593
Wild America (1997),1.8010398644698071
Wanted (2008),1.800022070012699
Pineapple Express (2008),1.7990399273854005
West Side Story (1961),1.7985663276515058
Red Dawn (1984),1.7975355812876597
Big Fish (2003),1.7974280436919223
Character (Karakter) (1997),1.7973460349833146
S.W.A.T. (2003),1.7972368290295964
"Book of Eli, The (2010)",1.7972368290295964
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),1.7972368290295964
Red Cliff (Chi bi) (2008),1.7972368290295964
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),1.7972368290295964
